,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Etxeita,CB,57.14285714,78.40909091,50,50,25,59,47,80,83,81,86,67,28,75,30,59,36,64,54,52,60,76,82,55,67,79,75,54,29,34,35,43,30,38,10,6,8,7,7
Julian Baumgartlinger,CDM,52.38095238,81.81818182,50,50,25,74,65,75,74,80,84,76,62,78,64,77,63,78,73,69,73,92,80,65,66,78,69,73,39,39,47,49,59,50,9,9,10,13,14
Etrit Berisha,GK,78.57142857,93.18181818,45.45454545,25,0,17,12,14,11,10,30,73,12,22,42,54,11,19,26,28,28,39,64,30,33,57,12,24,13,15,13,12,22,11,78,79,67,76,81
Miguel Lopes,RB,50,82.95454545,54.54545455,75,50,78,72,71,75,79,79,72,65,77,62,70,82,75,70,77,77,87,75,67,68,71,65,70,40,45,70,55,50,55,13,15,7,12,13
Carlos Zambrano,CB,57.14285714,82.95454545,40.90909091,50,25,69,66,77,78,80,91,74,44,70,45,73,51,72,68,65,68,73,78,59,65,82,76,67,41,54,36,33,44,36,12,14,13,12,14
Onur KÛ±vrak,GK,61.9047619,72.72727273,50,25,0,26,25,18,16,13,30,78,12,25,50,60,13,38,40,64,65,45,68,63,67,84,14,23,10,12,11,11,19,10,76,78,67,75,83
Bernardo Espinosa,CB,73.80952381,84.09090909,40.90909091,50,25,63,40,80,75,80,82,64,33,74,49,73,51,75,62,61,66,63,87,44,55,76,78,56,39,42,51,42,52,44,9,11,12,15,12
Romain Thomas,CB,76.19047619,84.09090909,45.45454545,50,25,67,28,79,73,79,72,72,28,82,37,42,50,73,65,61,62,61,85,50,54,68,79,60,19,24,39,34,52,18,14,13,11,7,10
Sandro Wagner,ST,78.57142857,87.5,50,75,25,73,65,15,12,39,88,79,82,19,47,61,48,47,40,54,65,68,90,49,53,61,88,84,82,72,55,54,64,75,7,6,8,15,12
Sebastian Langkamp,CB,71.42857143,85.22727273,50,50,25,49,35,82,79,85,73,75,25,69,40,64,32,66,50,55,64,63,82,49,54,65,86,48,18,24,23,22,38,22,15,8,14,6,9
Neven SubotiÛˆ,CB,71.42857143,82.95454545,45.45454545,50,25,41,39,83,83,84,82,76,48,70,44,75,47,50,69,67,73,69,80,60,59,74,84,81,29,47,33,58,43,32,8,6,10,5,6
Fabian Delph,CM,30.95238095,56.81818182,40.90909091,50,50,79,83,63,71,73,82,72,71,75,72,76,69,80,76,79,77,89,64,86,89,72,53,80,63,73,72,48,65,59,11,10,14,9,6
Troy Deeney,ST,52.38095238,90.90909091,45.45454545,50,50,75,65,33,25,29,80,74,77,29,67,78,55,73,60,69,69,79,92,74,65,86,82,86,80,78,68,36,80,74,12,10,16,11,15
Andy Carroll,ST,71.42857143,78.40909091,45.45454545,50,25,74,67,42,43,46,85,77,76,45,65,78,64,65,56,69,65,75,92,50,62,84,91,85,77,78,53,42,73,74,10,14,12,14,6
Marek Suchí_,CB,52.38095238,75,50,50,25,69,60,76,74,78,72,70,32,79,50,76,43,72,67,73,79,81,85,65,70,83,77,64,48,52,32,39,64,43,15,14,15,11,7
Luiz Adriano,ST,50,69.31818182,50,50,50,80,77,24,23,28,38,70,82,24,66,72,62,72,50,78,78,72,72,69,77,83,76,76,82,70,72,42,76,78,9,16,10,10,12
Guilherme,GK,85.71428571,77.27272727,59.09090909,25,0,21,16,14,18,16,35,74,13,21,55,65,13,39,33,37,40,34,62,30,54,62,13,22,11,16,19,12,12,13,77,82,70,73,78
Ruud Vormer,CM,40.47619048,80.68181818,45.45454545,75,25,74,67,66,70,74,77,78,79,76,74,75,78,79,77,65,66,92,75,67,63,71,70,77,74,73,74,75,79,71,7,9,10,16,7
Cristian Zapata,CB,59.52380952,77.27272727,54.54545455,25,25,52,52,84,78,82,78,64,35,80,38,68,45,50,58,65,69,68,86,58,59,82,76,60,22,28,38,24,38,22,5,3,3,5,3
Dieumerci Mbokani,ST,57.14285714,71.59090909,59.09090909,50,50,74,73,16,28,36,68,75,76,35,69,85,46,73,53,76,81,78,83,66,83,83,79,80,77,68,48,46,72,72,10,8,9,6,12
Nahuel Guzmíçn,GK,76.19047619,94.31818182,59.09090909,50,0,25,21,12,12,13,33,78,19,29,55,30,20,39,46,51,52,38,78,53,70,66,15,25,10,17,18,22,12,12,78,77,71,76,80
Baiano,RB,38.0952381,67.04545455,54.54545455,25,25,76,77,78,79,80,76,77,69,76,50,71,75,70,63,77,78,84,64,76,81,75,62,69,56,66,63,38,49,50,11,13,14,11,11
Jan Û_urica,CB,64.28571429,86.36363636,77.27272727,50,25,62,54,79,82,81,65,72,20,79,56,76,55,62,67,49,49,69,85,52,58,74,81,83,30,58,60,67,14,40,8,7,7,16,15
Fraser Forster,GK,95.23809524,94.31818182,50,100,0,33,20,13,12,13,43,70,13,22,44,34,19,27,19,32,35,29,80,42,32,59,13,36,13,12,10,19,22,19,78,74,69,80,83
Steven Defour,CM,33.33333333,70.45454545,45.45454545,50,50,78,74,74,71,74,81,78,72,81,80,76,72,80,78,71,66,72,66,78,74,71,62,76,66,75,70,73,69,64,16,7,14,6,10
Diego Buonanotte,CAM,0,53.40909091,45.45454545,75,75,81,80,14,18,31,30,57,70,25,80,71,74,80,74,77,79,63,36,96,93,57,36,69,63,81,83,76,71,61,9,15,16,16,13
Tim Krul,GK,76.19047619,84.09090909,45.45454545,25,0,25,13,15,14,17,39,75,16,22,44,67,13,36,25,50,35,42,60,42,63,69,19,23,11,14,13,15,42,16,76,78,72,77,81
Kenneth Vermeer,GK,50,77.27272727,59.09090909,75,0,39,23,15,14,16,35,75,19,25,65,66,13,49,33,65,55,42,58,57,65,81,16,24,13,13,16,13,30,11,78,82,70,70,83
Salvatore Bocchetti,CB,59.52380952,86.36363636,54.54545455,25,25,65,57,79,77,79,81,67,31,77,51,73,56,61,66,74,74,62,83,64,68,82,76,76,45,47,30,25,45,38,16,14,13,11,10
Ignazio Abate,RB,45.23809524,71.59090909,54.54545455,25,50,76,76,70,76,76,76,76,72,74,60,78,76,74,68,85,89,87,73,75,79,75,68,68,38,60,69,44,48,54,3,3,5,3,3
Rasmus Elm,CM,54.76190476,73.86363636,50,75,50,79,69,63,58,63,62,82,74,77,85,86,79,82,84,55,48,53,67,72,76,44,62,82,60,77,85,86,85,77,7,16,14,12,9
Marco Ruben,ST,40.47619048,73.86363636,54.54545455,75,50,80,72,31,27,40,65,78,82,46,70,75,60,68,58,77,76,68,73,72,71,80,75,75,83,67,64,56,74,68,7,6,7,16,11
Adriano,LB,26.19047619,73.86363636,63.63636364,100,50,82,81,74,80,77,75,79,77,78,69,81,81,79,77,77,75,74,69,76,77,74,65,88,59,85,84,69,59,53,15,13,10,15,14
Tom Heaton,GK,64.28571429,86.36363636,54.54545455,50,0,22,14,15,13,15,31,71,12,17,44,56,13,28,31,52,50,36,62,48,54,69,14,14,12,12,15,13,24,12,79,79,74,77,80
Oleksandr Kucher,CB,54.76190476,76.13636364,72.72727273,50,25,64,42,82,78,83,69,73,56,84,62,71,42,63,62,62,65,75,79,66,51,62,75,59,49,49,43,42,33,64,8,6,8,16,15
Karim El Ahmadi,CM,42.85714286,77.27272727,63.63636364,25,50,81,73,61,64,78,84,79,62,76,76,79,60,83,81,67,65,82,70,72,74,57,54,75,52,66,68,50,69,65,14,12,11,16,8
Javi Garcí_a,CDM,59.52380952,81.81818182,54.54545455,50,25,74,66,78,74,79,86,73,62,78,63,80,47,80,72,64,66,77,89,55,62,90,86,82,59,54,55,44,61,59,14,14,8,6,16
David Abraham,CB,64.28571429,82.95454545,54.54545455,25,25,64,54,76,78,80,80,76,42,74,55,73,44,74,73,77,85,68,79,54,61,78,79,77,48,53,54,63,56,65,9,6,12,10,8
Fabio Quagliarella,ST,45.23809524,78.40909091,72.72727273,75,25,81,75,15,15,21,44,76,82,26,71,78,66,71,71,76,68,69,78,75,72,69,60,87,80,89,76,78,77,85,4,6,5,7,4
Laurent Ciman,CB,54.76190476,68.18181818,59.09090909,75,25,72,64,80,81,74,83,80,56,78,63,77,66,75,79,72,74,79,74,74,72,73,76,82,46,69,64,69,47,54,6,12,14,16,12
Rodrigo Palacio,ST,33.33333333,68.18181818,77.27272727,50,50,84,82,31,30,33,79,76,84,39,76,80,70,74,60,83,79,69,62,83,81,80,75,70,80,62,78,67,79,76,17,17,17,14,17
Aaron Lennon,RM,9.523809524,60.22727273,50,50,50,81,84,40,37,37,57,74,71,42,73,80,78,76,54,87,86,81,59,92,93,71,28,64,69,57,63,55,62,68,16,14,7,7,11
Christophe Jallet,RB,40.47619048,68.18181818,68.18181818,50,25,77,70,78,78,77,75,81,74,75,75,80,76,79,77,72,74,80,70,74,75,77,71,73,61,66,74,66,71,70,6,8,9,8,11
Sergey Ryzhikov,GK,73.80952381,93.18181818,81.81818182,25,0,16,15,14,14,14,39,75,19,23,48,61,19,20,19,40,35,32,66,28,59,60,12,20,13,14,19,15,22,14,76,76,68,77,82
Soldado,ST,45.23809524,72.72727273,59.09090909,50,50,79,71,33,38,41,73,79,83,41,78,79,74,78,58,60,62,58,70,64,65,76,78,79,78,74,74,65,79,81,9,13,14,13,6
Gí_khan Gí_ní_l,RB,33.33333333,73.86363636,63.63636364,50,50,77,79,75,77,80,74,78,76,76,72,78,78,74,68,84,82,82,65,82,82,78,60,70,58,65,65,48,67,57,13,8,10,13,10
Ragnar Klavan,CB,61.9047619,85.22727273,59.09090909,50,25,70,56,80,77,82,77,75,38,75,60,74,52,72,73,63,65,75,79,56,61,76,78,67,38,56,48,34,44,34,10,11,11,15,12
Willy Caballero,GK,59.52380952,79.54545455,77.27272727,50,0,30,12,15,12,11,30,75,7,22,38,56,12,33,48,49,54,44,76,55,39,70,22,23,11,14,23,11,16,13,78,80,70,75,80
Víçgner Love,ST,23.80952381,70.45454545,63.63636364,100,50,77,78,18,25,33,72,72,82,40,72,76,57,71,45,76,73,75,79,82,76,77,76,80,79,73,68,38,85,72,8,16,13,16,6
Robert Huth,CB,71.42857143,88.63636364,63.63636364,50,25,53,31,78,77,77,91,75,34,76,32,56,31,61,67,32,49,76,93,42,26,51,83,75,46,54,30,59,54,56,15,9,10,16,9
Gomes,GK,71.42857143,92.04545455,81.81818182,25,0,25,15,14,15,14,40,74,12,20,59,63,15,23,19,50,52,27,64,53,56,76,14,30,15,14,12,13,41,13,75,83,60,73,84
Martí_n Demichelis,CB,54.76190476,77.27272727,81.81818182,50,25,53,33,77,71,81,87,72,29,75,40,85,53,66,63,33,34,54,85,55,32,72,84,48,39,35,27,31,46,36,7,7,12,11,6
Sergey Ignashevich,CB,61.9047619,84.09090909,86.36363636,50,25,49,46,84,78,82,76,70,54,79,50,67,49,70,77,33,34,70,80,57,63,54,82,83,50,67,51,66,76,32,16,10,12,6,7
Cí©sar Navas,CB,85.71428571,88.63636364,86.36363636,50,25,59,42,81,78,84,64,61,31,79,54,70,53,57,68,33,55,68,91,33,31,54,85,66,25,45,33,50,50,29,7,11,12,10,12
Alessandro Gamberini,CB,57.14285714,79.54545455,77.27272727,50,25,55,54,83,78,82,75,68,31,83,26,76,32,58,58,65,69,62,78,66,55,78,78,69,29,40,46,28,41,27,9,16,15,7,15
Kylian Mbappe Lottin,ST,40.47619048,65.90909091,0,75,50,81,83,41,40,44,57,75,75,49,77,79,70,75,68,87,88,76,69,75,77,71,75,74,76,58,74,58,65,67,11,13,7,5,6
Alban Lafont,GK,76.19047619,81.81818182,0,50,0,10,14,5,12,14,20,64,4,17,45,45,13,52,38,48,45,40,70,53,55,73,13,23,6,9,13,12,16,9,76,78,71,77,79
Renato Sanches,CM,35.71428571,68.18181818,4.545454545,75,50,77,78,72,64,71,90,76,73,72,68,77,60,76,71,79,82,91,77,88,81,81,64,85,65,77,59,68,68,68,13,5,6,12,14
Raphaelito Anjos,GK,69.04761905,85.22727273,50,25,0,21,9,12,13,11,55,77,27,33,71,67,10,24,23,41,42,29,79,41,34,67,11,21,8,7,9,22,23,8,76,77,74,75,76
Mauricio Lemos,CB,61.9047619,79.54545455,13.63636364,50,25,75,68,78,80,77,77,74,43,80,44,68,50,68,61,69,72,71,75,61,70,79,72,69,24,52,32,65,41,30,15,10,7,6,13
Lorenzo Pellegrini,CM,59.52380952,76.13636364,9.090909091,50,25,77,76,68,70,73,71,71,70,70,75,69,72,82,79,79,75,75,71,69,69,67,71,74,57,72,69,40,49,69,13,12,10,7,11
Vincent Janssen,ST,52.38095238,88.63636364,18.18181818,75,25,75,68,19,22,19,77,75,79,13,50,75,33,74,31,72,76,81,80,70,64,75,73,83,81,68,54,39,81,66,15,13,11,7,16
Martí_n Campaí±a,GK,61.9047619,86.36363636,40.90909091,50,0,24,18,12,18,16,22,66,17,28,49,35,21,25,25,40,48,18,81,44,40,60,13,24,21,15,15,13,23,12,75,81,71,75,81
Vallejo,CB,52.38095238,72.72727273,9.090909091,50,25,69,58,78,79,78,72,75,35,79,43,77,42,76,73,69,77,69,69,69,69,77,74,49,35,32,39,35,45,40,13,10,15,13,6
Å_ener í_zbayraklÛ±,RB,23.80952381,69.31818182,40.90909091,25,50,76,78,71,74,76,78,75,64,73,68,74,76,74,72,83,85,83,76,72,77,84,64,83,49,76,76,42,44,55,16,8,10,7,13
Rick Karsdorp,RB,54.76190476,79.54545455,18.18181818,75,25,72,75,74,75,73,83,74,64,66,68,55,78,71,73,86,87,89,73,65,66,74,67,80,53,69,60,60,52,66,16,13,14,7,15
Yoan Cardinale,GK,47.61904762,84.09090909,22.72727273,50,0,30,25,18,16,14,37,65,12,15,48,46,20,49,33,53,40,36,76,47,43,55,16,25,14,20,13,18,23,20,79,78,75,75,79
Davinson Síçnchez,CB,61.9047619,78.40909091,9.090909091,50,25,62,42,77,81,82,77,66,34,67,44,60,36,65,61,68,75,69,85,55,64,78,81,74,40,44,22,27,44,28,6,9,10,7,15
Georges-Kí©vin Nkoudou,LM,33.33333333,71.59090909,18.18181818,50,50,76,79,35,42,37,48,77,76,21,69,75,74,74,62,92,92,72,64,88,85,55,49,72,71,74,74,58,67,74,6,10,8,13,13
Wesley Hoedt,CB,64.28571429,76.13636364,22.72727273,50,25,68,58,78,76,78,78,74,29,78,62,70,40,68,74,67,67,66,78,44,45,75,78,75,30,64,31,36,37,55,8,15,13,10,11
Bastos,CB,45.23809524,76.13636364,31.81818182,50,25,62,55,78,77,79,70,70,31,79,28,60,36,68,65,74,75,69,79,76,62,71,74,49,30,41,35,28,50,31,12,13,11,8,12
Wallace,CB,71.42857143,85.22727273,18.18181818,25,25,52,45,78,76,80,79,74,25,76,31,62,34,57,50,68,74,62,84,48,50,72,77,40,21,26,33,29,45,36,10,15,11,11,11
Yuriy Lodygin,GK,61.9047619,81.81818182,36.36363636,25,0,17,20,14,19,16,25,72,13,23,61,27,15,26,26,49,40,27,69,51,34,53,15,19,21,17,16,12,22,13,69,81,76,74,84
Gino Peruzzi,RB,40.47619048,72.72727273,27.27272727,50,25,70,68,72,76,75,74,76,55,83,53,72,68,69,66,81,86,83,65,70,73,74,58,68,38,60,66,50,46,40,5,10,9,13,8
Pablo Pí©rez,CM,42.85714286,69.31818182,59.09090909,50,50,79,69,66,73,77,92,81,69,71,80,73,69,78,76,70,71,86,76,77,74,60,58,69,61,65,65,72,59,39,15,10,16,7,14
Darí_o Benedetto,ST,40.47619048,73.86363636,36.36363636,100,50,73,74,25,27,27,64,75,77,28,69,70,61,68,65,78,84,74,71,66,76,88,75,81,74,80,67,57,66,71,8,10,12,14,11
Ivíçn Marcone,CDM,52.38095238,82.95454545,36.36363636,50,25,70,69,70,69,74,81,74,56,77,62,63,58,79,83,55,39,85,82,59,58,41,72,73,46,64,59,60,59,49,16,16,12,11,10
Emmanuel Mas,LB,52.38095238,71.59090909,45.45454545,25,25,75,72,71,78,73,74,74,76,75,70,64,68,73,67,82,80,91,76,66,70,80,75,72,55,65,64,50,57,60,14,7,15,7,16
Franco Armani,GK,66.66666667,89.77272727,54.54545455,25,0,19,19,14,13,13,18,76,18,20,55,28,18,24,21,30,34,25,72,34,36,57,11,20,11,17,14,16,20,15,78,76,67,73,79
Sardar Azmoun,ST,59.52380952,78.40909091,18.18181818,75,50,75,74,39,32,33,65,74,75,34,60,56,64,69,59,83,82,54,72,77,77,90,76,75,79,76,66,50,55,69,9,6,14,10,15
Nicolíçs Tagliafico,LB,26.19047619,64.77272727,27.27272727,25,50,73,72,76,77,76,73,71,64,75,66,71,66,67,66,91,90,87,62,82,83,84,73,66,57,44,61,40,46,33,15,13,10,9,16
Juan Fernando Quintero,CAM,19.04761905,61.36363636,27.27272727,25,75,83,84,18,22,30,43,74,62,35,77,74,75,78,75,76,72,47,39,90,88,56,42,83,64,73,80,77,71,65,7,14,10,16,12
Jhon Cí_rdoba,ST,57.14285714,85.22727273,22.72727273,50,50,73,75,28,31,42,85,75,76,49,62,75,55,69,54,76,85,77,90,74,66,75,74,82,73,68,60,54,69,74,7,12,13,13,8
Pacheco,GK,59.52380952,80.68181818,27.27272727,25,0,14,13,13,13,16,27,76,14,26,45,27,12,23,25,48,44,43,64,51,62,72,10,21,16,15,20,20,23,13,80,77,63,73,76
Sam Larsson,LW,45.23809524,75,22.72727273,25,75,81,85,52,45,62,52,74,70,55,73,71,73,70,71,79,77,78,64,76,85,56,38,77,73,71,75,77,50,65,10,14,15,12,7
Andreas Samaris,CDM,66.66666667,79.54545455,40.90909091,50,50,75,72,73,74,82,87,74,63,82,64,70,63,73,69,59,62,75,85,59,60,75,78,78,64,73,72,73,66,57,7,11,8,11,12
Gerard Moreno,ST,45.23809524,73.86363636,27.27272727,75,25,77,73,42,41,41,41,81,80,40,58,61,61,71,56,69,66,70,68,69,70,72,72,76,81,68,70,56,73,74,12,15,7,12,10
Marí_al,LB,40.47619048,70.45454545,45.45454545,75,50,76,74,68,75,74,70,79,73,75,58,71,78,74,64,83,79,85,67,72,75,73,54,76,57,54,62,49,43,44,13,6,14,11,11
Dominique Heintz,CB,66.66666667,87.5,22.72727273,50,25,59,46,78,77,80,70,73,26,71,63,67,51,75,69,55,68,69,83,50,54,67,79,49,23,28,48,32,41,26,9,14,7,15,15
Jetro Willems,LB,21.42857143,73.86363636,22.72727273,75,75,80,77,72,73,75,76,75,73,72,78,75,84,77,68,78,82,77,75,86,75,82,67,78,54,68,84,65,46,53,7,9,16,14,10
Leonardo Pavoletti,ST,64.28571429,77.27272727,45.45454545,50,25,74,66,20,17,21,60,76,80,24,52,66,33,64,36,68,68,69,85,59,66,82,82,80,83,56,49,28,64,80,14,15,12,6,9
Sí©bastien Haller,ST,69.04761905,88.63636364,18.18181818,50,50,79,72,17,19,16,41,75,77,30,70,65,40,64,35,75,78,71,91,51,69,80,75,77,79,62,52,46,86,70,7,6,14,7,6
Marcelo,CB,50,72.72727273,40.90909091,25,25,60,41,76,78,81,73,76,24,77,38,71,37,65,51,72,75,71,72,68,65,90,80,39,24,22,35,27,42,28,10,6,6,16,8
Benjamin Mendy,LB,57.14285714,85.22727273,18.18181818,50,25,75,75,72,76,75,75,73,70,76,42,63,81,76,68,79,80,79,79,71,68,69,64,65,33,63,65,29,40,20,15,7,9,7,9
Willi Orban,CB,59.52380952,81.81818182,27.27272727,50,25,61,55,74,73,78,78,74,34,79,42,71,38,69,59,60,62,67,83,58,48,86,77,37,34,29,28,32,41,33,10,15,15,12,6
Luí_s Neto,CB,61.9047619,69.31818182,45.45454545,50,25,48,49,80,80,77,76,78,44,81,46,72,42,72,77,69,68,72,70,61,69,79,82,42,33,37,52,43,47,40,15,10,13,15,8
Jores Okore,CB,52.38095238,79.54545455,27.27272727,50,25,61,57,70,76,77,81,69,43,73,40,75,33,65,56,78,79,70,90,57,61,90,78,65,34,38,39,29,33,35,15,9,16,15,15
TomíçÅç Vaclí_k,GK,64.28571429,85.22727273,45.45454545,50,0,13,14,19,18,18,29,63,17,26,65,60,13,17,38,34,35,35,73,58,32,70,19,12,14,20,17,21,13,13,77,79,74,74,79
Zí© Luí_s,ST,57.14285714,84.09090909,36.36363636,100,25,74,76,18,24,19,76,80,76,29,64,72,45,63,44,74,75,68,83,61,64,92,79,79,75,64,66,54,75,75,10,8,16,11,14
íÅlvaro,CB,45.23809524,65.90909091,40.90909091,50,25,64,48,76,82,75,89,71,45,77,39,60,51,66,57,71,72,75,71,66,68,91,75,48,22,26,47,45,36,31,12,8,12,13,8
Naldo,CB,64.28571429,84.09090909,45.45454545,50,25,53,49,76,78,81,72,71,26,82,33,68,30,64,60,52,55,66,85,40,50,66,73,60,29,41,46,41,43,24,6,12,7,5,8
Ciprian TÛ€tÛ€ruÅôanu,GK,80.95238095,88.63636364,59.09090909,50,0,19,16,16,12,15,33,74,13,26,35,35,13,37,37,50,47,42,68,42,59,64,15,14,15,12,11,11,16,11,79,74,74,75,78
Ismaily,LB,38.0952381,77.27272727,40.90909091,25,25,74,68,75,73,78,69,81,73,76,68,72,72,73,67,84,80,87,75,75,75,59,57,75,60,73,65,50,51,55,11,8,14,8,10
Marafona,GK,69.04761905,86.36363636,50,25,0,13,22,12,13,12,41,70,13,21,54,41,13,32,38,36,37,29,60,35,49,53,13,38,18,16,19,17,23,19,77,80,66,73,78
Nicolíçs Blandi,ST,45.23809524,75,40.90909091,50,50,76,65,33,27,30,47,78,86,41,43,79,55,73,63,67,65,74,64,60,79,79,80,75,82,72,55,54,78,77,15,13,15,10,15
Marco van Ginkel,CM,59.52380952,81.81818182,27.27272727,75,50,78,73,55,68,69,68,75,75,65,73,69,70,79,77,67,76,86,76,56,74,76,68,75,72,75,66,62,64,72,13,7,13,11,14
Ramiro Funes Mori,CB,59.52380952,79.54545455,36.36363636,50,25,69,63,75,76,78,83,71,49,73,47,46,73,67,55,69,75,75,79,61,66,78,80,69,40,59,49,58,52,25,10,9,13,9,7
Sergi Gí_mez,CB,57.14285714,76.13636364,27.27272727,25,25,75,56,76,75,80,69,74,52,80,56,61,45,80,77,54,45,69,78,54,53,69,73,45,35,47,49,46,41,37,11,15,11,16,7
Brice Dja Djí©djí©,RB,16.66666667,73.86363636,36.36363636,25,25,75,70,72,79,77,85,74,68,72,68,65,71,76,66,79,84,85,72,87,77,67,58,72,58,53,56,47,58,31,14,7,14,7,8
Juan Manuel Iturbe,RW,19.04761905,59.09090909,22.72727273,50,75,81,83,18,26,30,74,67,75,21,71,67,67,68,54,93,90,62,40,91,92,68,40,76,65,76,71,73,62,61,6,12,12,8,9
Luis Muriel,ST,40.47619048,78.40909091,31.81818182,75,75,86,86,18,22,24,50,73,76,16,70,70,60,74,55,88,90,72,66,77,86,62,52,80,76,71,65,60,74,70,14,8,10,10,6
Vincent Aboubakar,ST,54.76190476,81.81818182,31.81818182,50,100,77,78,12,19,23,77,75,74,33,72,75,57,74,68,79,85,77,83,63,77,78,75,78,74,73,69,67,76,70,7,8,9,10,8
Nampalys Mendy,CDM,16.66666667,65.90909091,27.27272727,50,50,78,70,75,75,76,79,73,55,76,69,70,67,81,71,75,73,85,75,83,80,79,65,62,49,64,69,48,55,43,12,14,9,12,15
Stefan Bell,CB,73.80952381,88.63636364,31.81818182,50,25,55,49,77,74,82,65,76,33,83,47,75,43,69,66,61,67,65,82,47,53,64,81,65,34,30,33,40,52,37,13,7,8,16,14
Papy Djilobodji,CB,76.19047619,81.81818182,45.45454545,50,25,61,42,73,83,78,92,63,38,72,50,51,22,68,73,70,72,68,86,47,48,74,74,77,32,66,27,60,27,23,6,12,9,13,10
Danny Ings,ST,40.47619048,71.59090909,27.27272727,50,50,77,78,33,27,24,60,74,79,39,68,70,62,69,61,89,84,81,73,82,79,81,71,74,77,67,57,36,68,66,16,10,12,13,6
Javi Lí_pez,RB,45.23809524,75,59.09090909,50,50,77,68,71,85,75,84,80,61,75,65,82,70,76,61,69,75,78,69,71,68,73,60,57,55,43,67,52,56,49,12,10,7,8,16
Andrí© Pinto,CB,78.57142857,86.36363636,40.90909091,25,25,62,42,77,82,80,79,70,33,77,52,66,44,66,54,51,53,67,91,34,45,34,78,72,34,57,49,63,46,40,11,15,6,13,11
Germíçn Pezzella,CB,59.52380952,80.68181818,31.81818182,50,25,66,47,75,78,77,81,77,58,79,22,34,43,60,54,53,54,64,78,48,32,82,83,54,53,51,46,25,35,32,10,7,13,9,15
Mattia Destro,ST,40.47619048,70.45454545,36.36363636,50,50,76,72,12,20,22,62,70,84,20,58,76,56,68,42,76,78,68,68,76,76,82,76,78,82,60,68,51,69,76,9,6,15,14,11
Guram Kashia,CB,57.14285714,80.68181818,50,25,25,68,55,75,73,74,81,68,30,84,59,59,53,72,67,54,66,74,81,58,55,80,79,43,23,17,40,39,51,13,13,9,8,13,6
Marko BaÅça,CB,69.04761905,86.36363636,72.72727273,50,25,65,47,77,75,79,78,68,41,73,53,74,31,74,75,46,48,64,86,34,31,78,80,65,55,53,38,39,60,47,12,7,14,13,8
Costel Pantilimon,GK,100,97.72727273,54.54545455,25,0,22,15,14,17,19,40,69,12,27,38,65,19,38,36,48,42,31,78,22,33,34,16,14,11,15,15,12,21,13,79,74,68,77,78
Marvin Plattenhardt,LB,47.61904762,75,31.81818182,50,50,78,75,77,77,78,69,74,67,70,65,69,86,78,69,76,77,77,71,75,69,72,58,79,43,55,83,87,61,54,13,15,15,6,16
Sí©bastien Corchia,RB,35.71428571,67.04545455,36.36363636,50,50,76,74,77,78,77,76,76,72,74,70,68,79,76,74,75,75,80,67,78,76,68,68,75,58,72,78,81,67,58,10,6,7,8,15
Sebastiíçn Blanco,RM,16.66666667,61.36363636,50,50,50,77,75,18,32,22,79,76,70,33,75,65,76,77,74,79,81,84,56,80,89,66,73,77,65,74,59,60,61,76,13,9,9,7,12
Luuk de Jong,ST,66.66666667,86.36363636,36.36363636,75,25,77,69,39,37,40,50,76,82,25,73,73,67,77,58,55,65,76,80,57,64,83,90,80,74,68,68,65,58,78,8,16,8,10,11
í_der,ST,64.28571429,80.68181818,50,75,75,73,76,34,38,45,83,75,78,47,70,77,69,71,63,77,77,79,82,61,76,74,72,79,77,75,67,41,73,75,15,14,6,9,12
Benjamin Hí_bner,CB,76.19047619,81.81818182,40.90909091,25,25,63,58,78,78,81,74,76,41,78,51,59,47,57,49,54,55,62,78,36,48,60,81,52,20,22,40,42,50,45,8,16,7,8,16
Mauro Dí_az,CAM,21.42857143,59.09090909,36.36363636,50,75,79,78,45,32,45,60,79,76,32,79,75,70,76,72,79,69,69,54,86,88,59,54,70,67,66,75,74,69,62,8,12,6,9,16
Gustavo Bou,ST,40.47619048,79.54545455,40.90909091,75,50,77,76,19,21,22,52,77,79,39,69,73,69,67,60,76,75,82,76,74,67,77,74,80,78,72,63,71,71,70,16,6,15,6,7
Thomas Heurtaux,CB,57.14285714,79.54545455,45.45454545,50,25,62,50,78,80,80,78,75,41,79,38,70,40,60,64,66,66,62,78,60,60,78,74,60,40,36,40,31,39,45,15,7,10,6,10
Dayro Moreno,ST,38.0952381,71.59090909,59.09090909,75,50,76,73,22,24,27,52,81,77,41,70,78,69,69,62,76,71,74,67,69,74,51,69,81,78,80,75,78,80,79,12,16,10,15,6
Alberto Paloschi,ST,50,79.54545455,40.90909091,75,50,77,69,12,16,16,83,74,84,21,59,77,52,66,35,78,76,78,78,71,78,90,77,73,80,41,71,47,79,77,13,15,10,15,5
Sven Ulreich,GK,73.80952381,84.09090909,45.45454545,50,0,22,13,13,14,18,25,77,8,14,29,32,14,33,33,41,40,29,41,39,34,66,8,24,12,11,12,15,22,13,75,81,52,74,79
Kieran Trippier,RB,40.47619048,70.45454545,36.36363636,75,50,71,72,75,76,74,66,71,60,74,72,67,84,71,69,78,78,85,69,76,78,73,69,77,45,66,75,68,39,44,11,11,8,14,10
